,PM2.5,Land_EQI,Sociod_EQI,Built_EQI,CLU50_1,PM10,SO2,NO2,O3,CO,CN,Disel,CS2,Air_EQI,Water_EQI,EQI,smoking_data,LCI_smoking,UCI_smoking
285,8.17,-2.248106,-1.191051,-0.6773314,12,9.68,82.3563971,333.6646063,3706.12,207.7470319,0.0163263,0.3295302,0.000445,-0.1469594,-1.541828,-1.67,30.6,26.4,35.3
2000,12.11,-0.1406678,-0.2575224,-0.9076523,10,10.54,158.9504959,505.6360799,75083.06,453.5808548,0.0069646,0.2838511,0.0351,0.0067374,0.1038468,-0.45,31.2,26.8,36.0
2326,10.35,-0.654772,1.156816,-0.922295,1,13.84,556.346704,1976.065248,8232.86,1199.627864,0.0192741,0.4166427,0.000426,0.3520796,0.0731992,0.06,24.7,20.8,28.9
1315,9.59,0.8102871,0.9490317,0.824441,41,27.35,183.5048123,209.0292207,5740.35,424.8418333,0.0465883,1.6693827,0.00386,1.38527,0.6668409,1.5,25.3,23.6,27.2
1188,10.67,0.1708332,0.8746162,-0.3234815,22,9.3,192.275353,1076.167157,9283.96,379.6968253,0.0463732,0.5486558,0.000959,1.17072,0.3189473,0.73,31.9,28.0,36.2
2418,7.4,0.6360723,0.3693664,-0.7739273,49,8.42,5.2125342,115.2716864,3603.91,1052.798668,0.0238943,0.2326945,0.000509,0.1201563,-1.546946,-0.21,25.1,21.7,29.2
2170,8.15,-0.1405474,-1.094688,-0.3095589,9,9.73,87.7233677,153.7746423,4506.0,1270.783628,0.0053553,0.1349154,4.68e-05,-0.3378159,-0.0093416,-0.69,24.5,20.7,28.8
1365,8.27,0.1865503,0.9640965,0.5553427,23,12.38,207.3628854,913.1218712,12363.39,512.0865079,0.0291626,0.2368622,0.00061,0.9704132,0.961468,1.14,26.5,23.7,29.2
139,11.22,-0.073514,-0.2358167,0.2809101,8,7.67,30.7134871,245.4629163,816.9,87.5303077,0.0251848,0.2323302,1.64e-05,-0.3083188,-0.0309575,-0.12,26.9,23.5,30.7
359,13.07,-0.3638349,0.0976444,0.4048375,13,14.97,67.2563543,431.4620076,1384.03,80.6336635,0.0398591,0.4651031,0.000769,0.8282633,1.222238,0.6,27.5,23.6,31.8
1595,4.84,1.038577,0.3800645,0.6557552,41,3.27,7.535147,99.6540412,1947.76,5.9154319,0.0026027,0.1146517,4.11e-05,-1.149667,-1.508277,-0.01,24.6,21.0,28.6
349,12.13,-0.8892025,-0.2450082,-0.7597709,11,13.62,57.7067939,238.380117,4127.36,175.6921134,0.008386,0.2094638,0.000151,-0.2809466,-0.3291155,-0.78,27.4,23.3,31.6
494,7.35,0.7207673,-0.6709443,-0.9145864,35,8.64,2.4104025,213.844628,4177.81,279.8193853,0.0005138,0.0257442,5.3e-06,-2.078054,-1.12297,-1.32,24.4,20.7,28.4
1287,6.33,0.6655062,0.4049108,-0.033599,42,6.81,68.0491042,248.5664704,2950.07,538.035703,0.0007241,0.034355,1.11e-05,-1.732422,0.9777124,-0.09,24.3,20.8,28.1
1521,12.4,-0.1447319,0.7396669,0.468628,23,16.47,614.0069319,1365.619597,12086.03,1273.43436,0.0539116,0.3860848,0.00112,1.00803,1.063654,0.96,25.9,22.8,29.1
440,13.14,-0.0991716,-0.056545,-1.047849,5,14.47,146.3596468,770.816385,6395.54,502.9370989,0.0343496,0.3847419,0.000467,0.6445138,-0.2780311,-0.26,31.3,26.8,35.8
2433,6.68,0.6959401,-0.5641979,0.9745961,36,6.43,85.3140424,104.3390904,3979.09,649.7942647,0.0048082,0.1015764,9.18e-05,-0.343099,-1.556257,-0.08,29.2,25.1,33.7
119,10.52,0.2115884,-0.8966689,0.1017474,17,5.96,44.3122544,234.8320016,1521.98,273.5216115,0.0073363,0.2705096,4.59e-05,-0.4792635,-0.0625147,-0.43,32.0,27.6,36.2
997,10.29,-1.646911,-0.2549029,-0.6174734,12,5.3,127.394332,616.0070502,2516.61,395.2996053,0.0176377,0.2084633,0.000551,0.3213412,-1.5539,-0.96,28.2,24.4,32.5
405,12.6,-0.6252754,-1.871912,-0.8696871,19,13.62,125.0473484,527.8079533,4772.97,380.9848853,0.0057373,0.1909574,0.000103,-0.3399134,0.8145995,-1.17,25.8,21.6,30.2
1873,8.4,-0.0876664,1.461046,0.829156,25,10.02,170.2812283,2762.809573,9176.04,669.3581287,0.0358315,0.2933949,0.000754,0.9845932,0.9716793,1.36,22.7,20.8,24.9
1667,11.87,0.9917876,1.070473,-1.173135,49,16.55,342.5570638,339.4048828,8151.77,1093.286379,0.0166802,0.466608,9.88e-05,0.2951519,-0.1900068,0.33,29.6,25.4,34.0
2064,7.01,-0.246764,-1.190401,0.8576306,37,5.25,11.7455528,182.5841961,1147.03,429.5344107,0.0010613,0.1017012,1.77e-05,-1.15023,0.6795709,-0.49,26.6,22.6,30.7
1033,10.83,0.4856562,0.5173338,0.6956494,41,11.0,92.9684335,824.0508726,5014.63,186.8954858,0.0310469,0.5177031,0.00123,0.988221,1.001723,1.12,24.0,20.4,27.9
2524,10.46,0.6174491,0.8025262,0.7948939,41,9.78,189.8950317,542.0544211,5872.61,280.8000788,0.007744,0.3444663,0.000116,0.1740099,0.7358174,0.97,24.9,21.4,29.0
629,11.72,1.083416,1.688248,-0.881923,46,14.92,144.7013029,250.9495904,3155.24,176.5972531,0.0072645,0.4456602,0.000739,0.3228466,1.221631,0.97,23.7,20.3,28.1
928,11.23,1.194991,1.059577,-1.538162,49,13.8,210.0650675,815.5884332,5059.21,329.8233949,0.0144858,0.3494712,0.000274,0.3934981,-1.52932,0.03,32.7,28.1,37.8
2260,6.21,0.3515129,1.111541,0.1583035,23,5.81,46.0323982,266.4140872,4202.69,773.8505501,0.0143284,0.1753487,3.7e-06,-0.0293509,1.011168,0.76,20.0,17.5,22.5
1898,11.34,-1.665799,-0.7832469,-0.5679604,12,12.04,237.0355931,841.5281225,5906.68,1975.77373,0.0057615,0.1693271,9.27e-05,-0.1910039,0.9067191,-0.87,28.0,23.8,32.7
527,7.18,1.33906,-0.1839491,-0.1523433,34,8.88,2.3685249,255.5721136,3321.01,258.2251402,0.004155,0.0715853,4.5e-06,-0.7045616,1.0007,0.19,26.1,22.6,30.3
354,12.08,-0.8651553,-1.365867,-0.860795,4,13.32,204.7611761,911.2012876,5284.77,761.939489,0.007747,0.2034785,0.000152,-0.0113304,0.7990347,-0.93,27.0,23.1,31.2
1862,10.45,0.534548,0.0146094,0.5912217,34,8.65,441.0340296,842.0938559,6038.56,1267.997107,0.0248724,0.2563582,0.000524,0.563566,-1.529847,0.28,29.7,25.8,34.4
2188,9.98,-1.883697,-1.326778,-1.963472,6,5.46,230.9667948,654.7005073,2642.39,670.6725639,0.0072065,0.2305386,0.00113,0.4068263,0.5963852,-1.49,29.1,24.6,33.9
334,8.69,-1.337039,0.1403961,0.587617,2,18.18,47.1145845,470.3778677,4034.24,148.886573,0.0365481,0.5899431,0.00124,0.7676505,-1.588357,-0.14,30.1,27.0,32.9
1747,9.54,-0.5708878,-1.526434,-0.5751798,4,12.71,216.2425636,788.649237,4758.98,1286.515549,0.0055051,0.1591194,0.000111,-0.659182,-0.4151571,-1.26,32.8,28.2,37.3
700,12.4,1.043519,0.5827333,0.7099701,41,16.31,69.004906,930.693858,5737.76,239.5833331,0.0477343,0.75265,0.00153,1.310708,-1.519685,0.94,27.3,24.5,30.0
2192,7.99,-0.6282547,-0.6182325,0.9868285,18,6.49,40.5200408,359.779518,2938.08,761.3014357,0.0194816,0.2514364,0.000391,0.049274,0.6127424,0.08,28.7,24.7,33.1
304,10.56,-1.320602,-0.1351751,0.4262545,3,10.06,14.4494079,205.4114118,4501.04,60.4173517,0.0063017,0.1807749,0.000115,-0.5746742,-1.546862,-0.76,24.6,21.0,28.9
858,11.5,0.3873881,-1.100249,-0.0422545,9,9.14,140.2795557,1015.42571,6425.44,652.0223812,0.0074501,0.4318037,0.000296,0.0138149,1.094602,-0.12,34.3,29.8,39.0
1378,11.46,0.8679647,1.641385,0.7854271,43,14.52,265.5714483,1200.294543,4526.7,570.479386,0.081271,1.4493557,0.00371,1.816729,0.1352869,1.82,21.0,19.0,23.1
1706,11.23,-0.2255759,-0.9947538,-0.1336956,17,20.79,515.9895643,1708.791747,6713.95,1238.226169,0.0187052,0.1636231,0.000411,0.1707894,-0.313751,-0.49,28.7,24.8,32.6
1805,13.53,0.6946912,0.6283779,0.4603045,21,25.41,487.0602502,1444.619174,9439.97,1240.830341,0.0566152,0.6070321,0.00183,1.681595,-1.523423,0.9,29.7,26.2,34.2
2363,10.65,0.1035538,3.01851,-0.2011413,43,16.78,717.7048032,2057.361372,9766.49,1443.810274,0.0341956,0.6612272,0.000789,0.7408656,0.0701312,1.38,23.1,19.7,26.8
2248,6.4,0.0132228,-0.1927466,0.8801841,13,5.51,22.2219636,319.608549,3019.12,394.3009001,0.007206,0.1195174,1.76e-05,-0.4452462,-1.114512,-0.11,20.7,17.8,23.9
1807,13.08,0.8641144,0.8792673,0.6713475,44,21.16,539.6611052,1298.509626,7788.41,1298.11204,0.0904971,0.8878724,0.00184,1.728058,-1.53198,1.14,26.0,23.2,29.2
656,11.94,1.047768,0.154166,0.0280046,34,13.0,88.8822927,403.842642,5349.96,253.852796,0.0299541,0.5143439,0.00102,0.9690109,0.9555652,0.88,31.0,26.6,35.5
2579,5.26,0.3501124,0.3839786,-0.8081786,49,3.62,518.0362316,518.9796403,7681.15,18.9790646,0.0004531,0.0353058,4.7e-06,-1.877923,0.980021,-0.52,25.1,21.5,29.1
1985,12.68,-0.0642189,0.0992068,0.5856484,13,11.53,107.0286401,226.7995021,1208.76,229.2911901,0.016684,0.2938701,0.000342,0.1579635,-0.0602483,0.28,27.8,23.8,32.2
2314,10.5,-0.3341231,1.268332,-0.5431815,1,13.43,499.0665851,999.8666838,7144.37,1024.010712,0.0158524,0.253205,0.00058,0.4823458,-1.53447,0.08,26.0,22.2,30.0
26,12.08,-2.041462,-0.7903011,0.0137348,12,19.05,24.260071,155.6564558,560.09,15.0813079,0.0159283,0.2155245,0.000747,0.4550379,-1.287591,-0.95,30.4,26.1,34.7
1545,9.24,-0.3388244,-0.39103,-0.1565879,8,7.38,417.9647588,179.9523718,3510.37,1017.10391,0.0078723,0.1146612,0.000114,-0.2596542,0.9878948,-0.21,27.0,23.0,31.6
897,13.02,-0.4569727,-2.330343,-0.5180283999999999,19,14.45,218.5005343,795.1246297,5451.19,697.5208491,0.0106802,0.1977654,0.000162,-0.397547,0.1843134,-1.31,34.6,30.3,39.2
645,11.22,0.6564348,0.6678329,0.4275314,21,11.65,145.4535996,598.3019214,5527.95,320.4161131,0.0182116,0.4939869,0.000797,0.5453455,0.9143038,0.96,30.8,26.6,35.3
760,9.19,0.6109398,0.6657715,-0.2556552,22,10.89,97.8636763,359.1377119,3813.53,209.6305922,0.0029691,0.2627756,4.05e-05,-1.077118,-1.110278,-0.25,24.2,20.7,28.4
1684,15.17,0.6157677,0.8928424,0.3527561,42,20.05,460.0407153,611.9209979,9459.52,1269.502005,0.0455063,0.6090972,0.00119,1.364097,0.1778077,1.15,28.9,25.5,32.7
1650,10.98,0.5277987,0.663343,0.2602021,21,14.91,366.8372373,320.2422059,7864.11,1159.303004,0.0302417,0.4372515,0.000264,0.603756,-0.1796376,0.67,27.6,23.5,32.0
1372,10.17,0.5430385,-0.3482138,0.4250122,33,11.44,172.3744524,366.8874118,4015.73,171.9028846,0.0363206,0.5438516,0.00123,1.16488,0.1362276,0.6,29.0,25.3,32.9
196,9.24,0.9515466,2.671115,1.109456,43,17.74,25.6340864,642.785594,2282.01,146.4069808,0.029729,0.805578,0.000159,0.9875551,1.273439,2.28,17.8,15.2,20.9
95,11.05,-1.337632,-0.8893875,0.5893948,3,7.39,23.0629375,257.7905097,1599.27,135.690735,0.0196932,0.1844714,7.31e-05,0.3300229,0.8767294,-0.22,26.3,22.7,30.7
2295,10.52,-0.389431,0.6325879,-0.6263872,1,14.19,623.1115572,2158.052564,8411.21,1270.244466,0.0136715,0.395961,0.000283,0.1650503,0.0430546,-0.03,28.6,24.4,33.0
1125,11.84,-0.6399102,-0.3433905,-0.8463529,11,9.69,352.4202415,586.9857065,5375.52,679.2527903,0.0239313,0.3612297,0.000453,0.6426862,-1.538269,-0.68,28.4,24.6,32.6
967,9.79,-0.4720995,-0.9694288,-0.2122119,7,5.12,109.804361,912.2670692,2308.45,361.2845955,0.0182927,0.3240024,0.000424,0.3511274,-1.560613,-0.75,30.5,26.3,34.8
2029,13.01,-0.1380173,-0.5741797,-1.280672,5,16.2,489.4222446,1188.226624,7423.1,792.9867858,0.0121349,0.270277,0.000178,0.091172,-0.0666909,-0.71,31.7,27.4,36.2
1263,5.38,0.9038984,-0.012746,1.086258,36,4.6,19.5607703,120.1432504,2287.09,141.7037594,0.0080215,0.0489854,0.000164,-0.8528886,0.9575029,0.52,24.6,21.0,28.1
2096,8.28,-0.3859861,0.1919255,-1.136193,5,6.3,141.8658861,545.4834589,3021.89,953.2510108,0.0153794,0.2908359,0.000537,0.147469,0.5724674,-0.29,25.6,21.6,29.6
49,11.62,-1.679679,-0.9407486,-0.7703359,12,12.38,17.1049337,122.6976627,515.58,11.7075356,0.0068318,0.1200749,0.00016,-0.1765922,-1.201586,-1.4,27.5,23.4,32.2
1222,9.82,0.320871,-0.2262568,-0.0836626,26,10.98,238.4560975,779.3708451,5677.49,333.025767,0.0060081,0.1690516,0.000223,-0.4051329,-1.428424,-0.44,28.7,24.4,33.2
1936,5.29,0.7574252,-0.4226796,0.2715291,30,5.04,325.3542016,488.8957201,3994.17,27.6572459,0.0025968,0.0562117,4.86e-05,-1.33574,0.9745119,-0.14,27.2,23.6,31.3
1362,8.41,0.1777452,1.551822,0.8254271,25,13.53,235.0529638,965.4615185,9308.56,427.5631741,0.0756044,0.5033406,0.00243,1.477885,0.9923623,1.65,24.3,22.5,26.2
1769,6.95,1.089601,-0.4012328,0.9101654,36,8.79,2.2783186,161.564481,3317.19,362.3853508,0.0215322,0.081912,0.000268,0.0685049,1.062086,0.7,26.7,22.6,30.8
2183,8.68,-0.8409239,-0.5832682,0.5222818,18,7.02,66.6466149,512.6766503,5130.41,1233.059993,0.0063091,0.2039335,0.000126,-0.3565115,0.6432337,-0.27,28.1,24.3,33.0
1536,14.79,0.3493022,1.072185,1.034022,40,25.77,269.3791998,1271.227414,7730.87,918.5581434,0.0770643,1.0772848,0.00327,1.795411,1.05148,1.71,21.5,19.1,23.9
565,10.08,1.173547,0.6423966,0.0824926,42,7.39,192.9559554,677.2405313,2788.72,206.4404256,0.0043496,0.4405739,0.00438,0.0160513,1.218315,0.84,26.6,22.6,30.8
2087,8.04,-0.4890032,0.0815589,-0.8491728,1,5.81,35.7130159,320.6725703,3767.89,1082.181744,0.0028483,0.1592032,4.32e-05,-0.7804993,0.6818264,-0.56,26.0,22.0,30.7
2471,12.41,-0.3825377,-2.712676,-1.282457,20,11.37,288.037826,756.5217135,7472.03,1139.908734,0.013271,0.2134727,0.000137,-0.0526602,1.100089,-1.42,33.5,29.0,38.5
747,10.06,0.6230055,0.0217261,0.050452,21,10.9,127.5439602,381.1182317,4132.78,297.3328491,0.0038418,0.2393365,5.75e-05,-0.5828358,-1.164239,-0.22,26.5,22.7,31.1
1127,11.69,-1.302944,-0.6716542,-0.3063844,11,8.12,11.1126752,209.7333187,2118.88,144.7046285,0.0131754,0.2510849,0.000175,0.3502842,-1.542097,-0.9,29.9,25.9,33.9
126,10.6,-0.3948433,-0.5376854,-0.7287682,10,7.24,56.3111472,244.6769177,1502.36,172.7371362,0.0049003,0.1050951,1.6e-06,-0.8597502,0.8281124,-0.73,31.4,27.2,36.2
598,11.33,0.6602603,1.220263,0.169778,42,11.57,154.1571482,513.4289951,4072.74,191.1094054,0.0068994,0.575041,9.09e-05,0.340277,1.177777,1.05,25.0,20.8,29.0
2494,10.36,-0.7204585,-0.8573055,-1.530922,6,9.06,314.4652688,629.1421223,7016.66,1652.228915,0.0057357,0.1740523,6.59e-05,-0.2468318,1.091527,-0.97,28.3,24.4,32.6
489,11.77,-0.9553458,-0.7971514,-2.244517,14,11.69,41.78861,285.2181421,4564.59,142.0778084,0.0063113,0.1997993,0.000106,-0.5498992,-1.543108,-1.87,26.5,22.6,30.7
1933,6.99,0.8988322,-0.2347702,-0.4768028,35,9.2,37.3069602,279.2827432,2907.54,19.0600861,0.0019322,0.2051581,2.29e-05,-1.494945,-1.450181,-0.81,24.3,20.7,28.1
803,11.45,0.6800774,0.796704,0.8182507,41,21.6,278.7711374,1068.107913,4433.0,207.4464387,0.061616,1.5092699,0.00118,1.636664,0.9488643,1.54,27.1,24.2,30.2
1906,12.52,-0.39212,-0.670948,-0.9031573,10,11.78,409.3582604,891.6543591,5377.79,795.4823697,0.0096398,0.2304738,0.000181,0.0337792,0.9119394,-0.51,26.4,22.4,31.1
1538,12.23,0.3918597,-0.9142382,-0.8100262,35,12.52,234.4604726,852.780903,6634.05,1431.579775,0.0122814,0.2527777,0.0013,0.2112772,0.9894763,-0.28,28.7,24.3,33.4
178,6.69,0.6751246,-0.1565132,0.5460406,34,16.74,2.8787558,316.7637955,948.16,74.5460857,0.0094975,0.2163573,0.000128,-0.1810763,1.067972,0.46,24.0,20.3,28.1
322,9.03,-2.160153,-0.0280562,0.4612441,2,12.15,68.4136249,539.3805508,4715.11,160.3179742,0.0455833,0.6294867,0.000871,0.7200869,-1.600671,-0.49,29.5,25.9,32.7
1869,9.59,-0.5031134,1.497467,0.1696847,23,14.26,327.5407832,2963.060334,11143.87,993.8873413,0.048323,0.4644458,0.00173,1.382159,0.8800084,1.14,23.0,20.3,25.8
2061,9.05,-0.3816703,0.2187995,0.6351537,13,7.8,295.6758513,596.832783,2394.57,1274.861012,0.005906,0.3982306,9.2e-05,-0.0554667,0.0833499,0.2,23.8,20.3,27.8
7,13.15,-0.0666635,-0.3698209,0.4047821,8,16.17,22.162486,176.6921391,531.53,25.9995188,0.0381759,0.4997532,0.00101,1.027328,-0.9281401,0.17,28.1,24.5,31.6
414,12.78,-0.2572757,0.041598,-1.254743,5,14.77,77.4136802,459.0855928,5323.05,221.4463044,0.0094565,0.3094254,0.000178,0.0492576,-0.3178482,-0.55,27.0,22.9,31.8
2379,12.03,-0.1491181,-0.1293788,1.168077,13,13.69,473.3062407,1019.671871,8807.26,1302.001782,0.016452,0.6858922,0.00041,0.8732674,-1.531245,0.35,32.3,27.8,37.2
1082,11.23,-0.5944917,-0.3041297,0.7857467,18,8.57,166.6942932,206.7770066,5817.19,284.5283994,0.0572924,0.9514743,0.00478,1.193087,-1.538914,0.13,23.5,20.8,26.2
2430,7.28,0.7372613,0.3414059,-0.5434348,22,9.76,2.6911098,128.8602499,5438.49,1095.263932,0.0045937,0.1211719,0.000183,-0.5644218,-1.53519,-0.35,22.8,19.2,26.9
1238,10.43,0.2116292,-0.3463838,0.305227,33,7.73,91.2522939,512.596559,3835.11,449.0939845,0.0223548,0.5751338,0.00057,0.5131183,0.8590139,0.38,31.7,27.4,35.9
167,6.75,0.7485539,-0.4284402,0.9483296,36,13.68,2.2437247,24.9862309,626.02,166.0716554,0.0094538,0.3438824,9.25e-05,-0.0680567,0.170267,0.4,23.9,19.9,27.5
646,12.17,1.019001,1.244826,-0.3179074,46,16.85,129.2109882,356.8593383,5941.22,216.9197745,0.0307987,0.590831,0.00065,0.9638504,-1.518097,0.7,31.2,26.4,35.9
1070,11.94,-0.0691845,-0.9315884,0.3762045,16,7.33,23.8733916,187.9863524,1822.26,75.8794372,0.0349659,0.2612657,0.00079,0.6595309,-1.54537,-0.3,26.4,22.2,30.6
2475,12.17,0.0390081,-0.7541529,0.412505,17,11.83,278.0953658,749.342799,8430.22,1280.882164,0.0312767,0.2854222,0.000569,0.6311823,1.095339,0.3,30.6,27.0,34.4
2541,9.0,-0.0394724,0.1937142,-0.4243163,26,9.24,619.6748014,641.1374913,8084.36,477.9631434,0.0047151,0.3944705,4.47e-05,-0.166095,0.6633996,-0.02,27.6,23.6,32.1
1796,7.53,0.9583305,-0.0175116,0.4326579,34,17.23,2.891154,107.0317659,3267.28,745.2523215,0.0472408,0.1880586,0.000369,0.5010533,1.057734,0.79,25.5,21.8,29.2
1183,9.93,0.3893656,0.0874839,0.0215536,21,7.11,497.7376952,322.765812,3758.5,408.3646481,0.0049018,0.2236856,8.13e-05,-0.6001238,0.9035305,0.11,27.8,23.7,32.2
2004,12.7,-0.1370773,0.1172976,-0.1514955,26,14.93,484.3878054,1499.380095,7195.67,1082.157434,0.026106,0.4301126,2.05,0.7362102,0.0412291,0.22,29.5,25.3,34.0
1647,11.3,1.13127,0.9362574,0.0328593,42,14.21,306.615324,403.2833824,7991.48,943.8358191,0.0262092,0.4933259,0.00346,0.7715796,0.1885245,0.99,30.8,26.2,35.4
649,12.5,0.8808843,0.7612832,0.2713187,42,12.76,80.6205099,586.2244702,5786.07,218.7677259,0.0512483,0.7839966,0.00154,1.418002,0.9826382,1.31,28.3,24.8,31.9
1685,14.33,0.6244017,1.02681,0.7734286,44,19.58,423.3740007,814.016698,9744.22,1204.46396,0.0448559,0.7179221,0.00134,1.436431,0.3350651,1.41,28.8,26.3,31.4
2143,8.83,-1.116761,0.8668212,0.7789016,25,8.8,101.8511369,654.6099652,5772.24,975.3585555,0.0155138,0.2322158,0.000139,-0.1129439,0.6657512,0.39,25.4,21.6,29.6
332,9.76,-2.080477,-0.415796,0.0110464,15,10.82,37.6897596,301.8404741,4375.36,114.1870784,0.0094999,0.2105939,0.000154,-0.3175732,-1.546801,-1.14,28.2,24.1,32.6
2163,6.01,-0.1783326,-1.280414,-0.0861502,9,5.32,6.6310598,132.7650476,1161.53,86.6875973,0.0013283,0.1163618,3.36e-05,-1.012087,0.7120419,-0.79,25.6,21.7,29.5
1651,12.01,0.3093208,1.690048,0.5748287,23,17.92,402.053604,783.6245484,35420.51,1209.201066,0.0297464,0.6924863,0.00756,1.411676,0.1456059,1.46,29.0,25.1,33.3
1067,11.71,-0.8237118,-1.253751,-1.249997,4,6.14,41.2223086,128.9000585,2301.44,117.8449312,0.0136795,0.1424812,0.000206,-0.0841898,-1.544416,-1.48,28.8,24.6,33.5
483,12.58,-0.7681156,-1.419168,-0.0628454,7,12.4,187.9421572,613.9747677,4536.83,524.4935452,0.005808,0.2120002,8.79e-05,-0.3299006,-0.2778179,-0.95,27.8,23.8,32.5
237,6.9,0.6274558,2.372489,0.8025227,43,17.64,17.0808884,623.8900776,3037.4,167.0023732,0.0415965,1.0219254,0.000572,0.7943285,0.9465533,1.83,21.5,19.9,23.2
5,12.16,-1.258014,-1.82397,-1.795921,6,15.95,21.0863998,172.5500068,652.28,15.3635966,0.0042061,0.1605301,0.000728,-0.3091858,-1.451335,-2.08,28.4,24.3,32.9
2440,9.03,0.7995179,0.500677,1.046623,45,22.18,2.1045041,189.5910215,12366.96,1207.161406,0.0530224,0.5591037,0.000725,0.9307689,-1.532157,0.83,24.5,22.3,27.1
732,8.65,0.8703821,0.4971759,-0.0969995,42,11.26,111.151928,318.731714,3957.85,172.343683,0.005685,0.311056,0.000105,-0.5865927,-1.021401,0.0,25.2,21.8,29.3
2041,13.09,-0.1059391,0.2296899,0.2338636,24,11.18,531.5168184,1327.236907,6775.19,1235.416014,0.053941,0.5670864,0.00123,1.705747,-0.0165832,0.74,28.5,25.0,32.0
1865,9.89,-0.0708976,0.0958369,0.7352929,13,9.89,357.4264781,409.701938,5188.21,721.6771081,0.0168025,0.3071651,0.000255,0.2031062,-1.527508,0.07,27.6,23.9,32.3
1008,6.83,0.0687357,0.3437018,1.015113,13,7.79,110.9299547,214.6976253,4375.37,184.6204741,0.003793,0.0713853,0.000284,-0.0758721,0.8251346,0.65,22.8,19.5,26.1
917,13.69,-0.7496219,-1.826894,0.660575,16,22.11,285.8148875,781.4350664,6471.49,722.9861119,0.0167457,0.2225681,0.000326,0.061498,1.077772,-0.44,36.0,32.2,40.0
1523,11.83,-1.322356,-0.2221825,-1.801334,6,14.29,229.1058389,580.7780191,6961.74,969.7353198,0.0331334,0.2316753,0.000886,0.5953304,1.029243,-0.71,28.7,24.2,33.0
2487,13.3,0.1405666,1.188919,-0.6923677,50,17.35,594.6740496,619.9910924,9710.79,1019.356037,0.0292085,0.4551068,0.00452,1.217373,1.026476,0.86,26.2,22.9,29.6
345,13.53,0.1685629,0.5548834,0.4040357,23,15.08,146.0000955,691.0630373,5337.45,244.1665207,0.0502714,0.6606302,0.000996,1.075153,-0.2768239,0.73,28.4,24.5,32.4
1233,10.36,0.5536407,-0.545285,0.6808794,33,7.07,77.0158776,1282.150585,9548.79,351.8380063,0.0346245,0.3180523,0.00104,0.6426101,-1.530951,0.13,33.3,29.3,37.2
2315,10.42,0.0251342,1.772815,-0.8332558,1,12.76,605.1562939,990.9523749,5861.68,1447.6429,0.0154006,0.4236869,0.000254,0.286938,0.0842323,0.5,22.4,18.8,26.6
1069,11.6,-1.798027,-1.139548,-1.915649,6,7.23,30.0795747,152.2501644,1340.92,34.5724057,0.0103408,0.1946943,0.000164,-0.1065676,-1.547141,-1.96,26.3,22.3,30.6
588,9.81,0.1568127,0.0577789,0.7599133,13,7.77,76.942997,374.95885,3825.39,241.2307974,0.0160425,0.3571369,0.000113,0.4435659,0.7788578,0.64,28.7,24.5,33.4
2505,6.91,0.525158,0.6204655,0.8441892,41,6.91,79.0895776,320.6420799,6222.3,321.2494578,0.017613,0.2389693,0.00024,0.160462,0.0151523,0.75,26.3,22.4,30.4
1319,7.09,0.5958801,0.35572,0.6988097,41,6.03,20.1851734,102.7499017,1536.67,53.0932019,0.0147076,0.7153266,0.000621,0.3506567,1.007049,0.87,27.2,23.9,30.5
2160,8.1,-0.6900847,-1.714313,0.6649207,16,12.05,137.5486399,70.9149879,4654.6,1189.85324,0.009769,0.3537778,0.000206,0.1131563,0.7634653,-0.42,21.8,18.3,25.9
1328,7.53,0.8391462,-0.1652822,0.5030801,34,7.12,37.9853613,169.8168647,2626.46,46.4316653,0.0015529,0.1884922,1.96e-05,-1.471476,0.5789729,-0.05,23.5,19.6,27.3
509,6.91,0.6782931,-0.356043,-1.185817,35,10.39,26.254332,232.6662825,2801.93,1423.396886,0.0037006,0.0614414,0.000555,-0.6666425,0.6084114,-0.5,21.7,18.5,25.5
2107,7.42,-0.6486259,-0.989032,0.6088114,18,5.15,22.8875864,224.764715,1703.86,515.6796091,0.00163,0.1359442,2.02e-05,-1.125435,0.6684899,-0.61,26.0,22.1,30.3
2317,10.23,0.5941409,1.073558,-1.752956,49,17.33,749.6862953,972.7804356,5923.91,2055.944642,0.0163083,0.2940047,0.000208,-0.0798897,-1.480159,-0.37,25.9,22.0,30.2
452,12.81,-0.2327808,-0.1117553,0.4437175,13,13.76,87.3656497,468.5589556,5392.27,292.8986509,0.0086458,0.2457098,0.000163,-0.0430446,0.8109097,0.19,25.4,21.7,29.5
81,7.56,0.5265109,-1.79345,-0.104148,16,11.07,4.4647964,17.1740499,161.8,36.0551489,0.0416583,0.3610773,0.00146,0.3541513,0.9618529,-0.27,22.0,19.1,25.6
1349,7.77,0.7601184,1.257312,-0.6733543,50,7.83,49.3393981,140.4208326,3279.0,181.9730411,0.0105512,0.560301,0.000786,-0.0459181,0.6759338,0.56,21.1,17.6,24.9
1616,10.87,0.4750578,0.5763563,0.303914,21,10.31,320.6908813,637.477341,6042.93,939.8906016,0.0171363,0.4130416,0.000266,0.3551751,0.3134207,0.65,31.3,26.9,36.1
407,12.88,-0.1813969,1.345868,-0.8729491,1,16.88,75.8753889,220.328714,3055.91,40.8157003,0.0124209,0.2498776,0.000901,0.2383733,-0.3078797,0.17,21.7,18.3,25.7
